,smiles,core_smiles,E_neu(eV),E_an(eV),E_neu - E_an(eV),E(meV),GP-calibrated E vs Li/Li+ (V),GP uncertainty (meV),boltzmann_averaged_electronic_coupling (eV)
154,O=C1c2cccc(O)c2-c2c(O)cccc21,O=C1c2ccccc2-c2ccccc21,-1201.099285,-1208.677145,7.577859693,2731.859693,2.192298668,1.382584636,
155,CN(C)c1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1637.837181,-1645.854427,8.017246308,3171.246308,2.19248146,13.28289875,
156,COCc1cccc2c1-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1261.819508,-1269.401248,7.581740119,2735.740119,2.194134888,1.472797081,
157,C[N+](C)(C)Cc1ccc2nsnc2c1,c1ccc2nsnc2c1,-1095.172903,-1102.996223,7.823319894,2977.319894,2.194753487,20.4231839,
158,O=C1c2c(O)cccc2-c2cccc(O)c21,O=C1c2ccccc2-c2ccccc21,-1201.170976,-1208.755102,7.584126297,2738.126297,2.195309423,1.810267397,
159,COCc1cccc2c1-c1c(COC)cccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1544.382855,-1551.969655,7.58680012,2740.80012,2.19668426,1.821747512,
160,COc1ccccc1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1568.692381,-1576.717971,8.025589974,3179.589974,2.197816671,12.73235642,
161,COCc1ccc2c(c1)-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1261.861615,-1269.464045,7.602429036,2756.429036,2.206324077,2.198949652,
162,C[n+]1cccc(-c2ccc(N)[n+](C)c2)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1128.236456,-1136.690861,8.454404978,3608.404978,2.207551796,234.9261909,
163,CN(C)c1cc[n+](C)cc1-c1ccc[n+](C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1300.519238,-1308.975249,8.456011155,3610.011155,2.208880295,234.82217,
164,COc1c[n+](C)cc(OC)c1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1498.270737,-1506.740698,8.469960384,3623.960384,2.209504975,13.01589505,
165,Nc1ccc2c(c1)C(=O)c1cc(N)ccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1335.543991,-1343.310146,7.766155749,2920.155749,2.212305688,31.40349361,
166,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1335.60013,-1343.365978,7.765848485,2919.848485,2.213053581,31.32023596,
167,Sc1ccc(S)c2nsnc12,c1ccc2nsnc2c1,-829.6028008,-837.4596745,7.856873703,3010.873703,2.213936723,22.48969204,
168,COCc1ccc2c(c1)C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1261.854198,-1269.473314,7.619116182,2773.116182,2.215867703,3.107835202,
169,COCc1cccc2c1C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1261.877887,-1269.503179,7.625292496,2779.292496,2.219252936,3.429194687,
170,O=C1c2ccccc2-c2c(O)cccc21,O=C1c2ccccc2-c2ccccc21,-1089.9567,-1097.581942,7.625242075,2779.242075,2.219604473,3.379827951,
171,CC1(C)N([O])C(c2ccc(N)cc2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1465.541427,-1473.603933,8.06250642,3216.50642,2.219770343,10.59874027,
172,COc1cc[n+](C)cc1-c1c[n+](C)ccc1OC,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1428.375193,-1436.850338,8.475144623,3629.144623,2.219809913,234.713345,
173,CC1(C)N([O])C(c2cc(N)cc(N)c2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1559.107506,-1567.173961,8.066454585,3220.454585,2.221928699,10.27720428,
174,COCc1cccc(COC)c1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1937.615663,-1945.685058,8.069395389,3223.395389,2.223432344,9.980138683,
175,COCCc1ccccc1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1740.796034,-1748.86515,8.069115902,3223.115902,2.223608293,10.08763799,
176,COCc1ccc2c(c1)-c1cc(COC)ccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1544.676547,-1552.309766,7.633219055,2787.219055,2.224004329,3.862579012,
177,CN(C)c1cccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1637.760072,-1645.832595,8.072522286,3226.522286,2.225641602,10.09204683,
178,CN1C(=O)c2cc(C[N+](C)(C)C)c(C[N+](C)(C)C)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1808.481705,-1817.103785,8.622079791,3776.079791,2.229478285,55.96927971,
179,COCCc1c[n+](C)cc(CCOC)c1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1842.542798,-1851.050572,8.507774471,3661.774471,2.230495633,10.20458049,
180,CN(C)c1cc(C(=O)c2ccccc2)cc[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1370.653697,-1379.166593,8.512896459,3666.896459,2.232094564,10.10474953,
181,COCc1ccc2c(c1)C(=O)c1cc(COC)ccc1-2,O=C1c2ccccc2-c2ccccc21,-1544.654445,-1552.302767,7.648321841,2802.321841,2.232154237,4.894300904,
182,C[n+]1cccc(-c2c[n+](C)ccc2N)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1128.227789,-1136.735018,8.507229087,3661.229087,2.237644171,234.5368362,
183,C[n+]1ccc(C(=O)c2ccccc2)c(N)c1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1198.501636,-1207.026126,8.524490276,3678.490276,2.23901123,8.973093008,
184,O=C1c2ccccc2-c2cccc(O)c21,O=C1c2ccccc2-c2ccccc21,-1090.200667,-1097.867155,7.666487529,2820.487529,2.243200888,5.781520227,
185,C[N+](C)(C)Cc1cccc2nsnc12,c1ccc2nsnc2c1,-1095.22471,-1103.134398,7.909687902,3063.687902,2.24414397,25.84850358,
186,CN(C)c1ccc(-c2ccc[n+](C)c2)c[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1300.309106,-1308.829027,8.519921139,3673.921139,2.244669396,234.4598748,
187,CN(C)c1ccccc1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1637.601717,-1645.707853,8.106136319,3260.136319,2.245491774,8.190287478,
188,COCc1cccc2c1C(=O)c1c(COC)cccc1-2,O=C1c2ccccc2-c2ccccc21,-1544.713798,-1552.385404,7.67160634,2825.60634,2.246162988,6.095680149,
189,COCCc1cccc(CCOC)c1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-2109.871914,-2117.983317,8.111403636,3265.403636,2.24811107,7.349148967,
190,Nc1cccc2c1C(=O)c1c(N)cccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1335.612489,-1343.445684,7.833195186,2987.195186,2.250405385,27.58324667,
191,C[n+]1cc(-c2ccc(O)[n+](C)c2)ccc1O,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1256.415127,-1264.949211,8.534084241,3688.084241,2.252187068,234.4160797,
192,COc1ccc(-c2ccc(OC)[n+](C)c2)c[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1428.277654,-1436.816983,8.539328818,3693.328818,2.254617122,234.4199066,
193,O=C1c2ccccc2-c2cc(S)ccc21,O=C1c2ccccc2-c2ccccc21,-1067.620499,-1075.308687,7.688187964,2842.187964,2.25570908,7.071455046,
194,CC1(C)N([O])C(c2cccc(N)c2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1465.483513,-1473.617806,8.134293436,3288.293436,2.261514029,6.470826539,
195,COCc1ccccc1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1654.689822,-1662.837542,8.147719356,3301.719356,2.267802547,5.19751037,
196,CN(C)c1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1413.847949,-1421.710201,7.86225168,3016.25168,2.268116679,25.72691639,
197,Cc1ccccc1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1458.102756,-1466.250268,8.147511958,3301.511958,2.268466159,5.052546959,
198,O=C1c2ccccc2-c2c(S)cccc21,O=C1c2ccccc2-c2ccccc21,-1067.573774,-1075.286679,7.712904632,2866.904632,2.269880599,8.568094765,
199,Cc1cc(C)cc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1544.481234,-1552.632172,8.150938321,3304.938321,2.27066849,4.754278595,
200,CCc1cc(CC)cc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1716.761187,-1724.916091,8.154903764,3308.903764,2.273352883,4.816474396,
201,CN1C(=O)c2c(C[N+](C)(C)C)ccc(C[N+](C)(C)C)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1808.933154,-1817.63883,8.705675112,3859.675112,2.274985095,62.48056329,
202,COc1cc(C(=O)c2ccccc2)cc(OC)[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1498.59468,-1507.186365,8.591685352,3745.685352,2.277112313,3.998607291,
203,O=C1c2ccccc2-c2ccc(S)cc21,O=C1c2ccccc2-c2ccccc21,-1067.592991,-1075.321323,7.728331795,2882.331795,2.279724189,9.520606701,
204,Cc1cc(C(=O)c2ccccc2)cc(C)[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1277.298795,-1285.900503,8.601707883,3755.707883,2.280490449,4.113070443,
205,COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1568.782112,-1576.951138,8.169025495,3323.025495,2.280535132,3.763511194,
206,Nc1cc2c(cc1N)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1335.366794,-1343.252407,7.885612977,3039.612977,2.281193523,24.4059099,
207,C[n+]1c(O)cc(C(=O)c2ccccc2)cc1O,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1326.721709,-1335.321111,8.599402783,3753.402783,2.281228672,3.94727577,
208,Cc1cccc(C)c1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1544.41193,-1552.582632,8.170702413,3324.702413,2.281916131,3.608305493,
209,CCc1cccc(CC)c1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1716.667285,-1724.838901,8.171616011,3325.616011,2.2820276,3.817718984,
210,Cc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1458.166088,-1466.340145,8.174057155,3328.057155,2.283309816,4.097872165,
211,C[n+]1ccc(O)c(-c2c[n+](C)ccc2O)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1256.39269,-1264.984661,8.591971304,3745.971304,2.284318368,234.0896899,
212,CN(C)c1cc(-c2ccc[n+](C)c2)c[n+](C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1300.425806,-1309.019173,8.59336684,3747.36684,2.285117809,234.055288,
213,CC1(C)N([O])C(c2ccc(O)cc2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1482.850952,-1491.026843,8.175891095,3329.891095,2.285259873,3.695155394,
214,CCc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1544.302416,-1552.480076,8.177660599,3331.660599,2.285585545,3.321806501,
215,CN(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1414.110489,-1422.008188,7.897699516,3051.699516,2.288886122,23.57793028,
216,CCc1cccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1544.297139,-1552.482164,8.185025746,3339.025746,2.289312186,4.145759945,
217,Cc1cccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1458.156848,-1466.339588,8.182739795,3336.739795,2.289598975,3.77733588,
218,CN(C)c1cc2c(cc1N(C)C)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1679.870738,-1687.774038,7.903299879,3057.299879,2.291709286,23.31052399,
219,CC1(C)N([O])C(c2cccc(O)c2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1482.809536,-1491.000896,8.191359995,3345.359995,2.292801902,3.881344403,
220,CCc1ccccc1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1544.222705,-1552.412431,8.18972605,3343.72605,2.293407089,2.996733813,
221,COCCc1cc(C(=O)c2ccccc2)cc(CCOC)[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1842.563616,-1851.187136,8.623520099,3777.520099,2.293945122,1.793141078,
222,C[N+](C)(C)CCc1ccc2c(c1)-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1507.987869,-1515.743557,7.755687448,2909.687448,2.296362967,11.22132246,
223,COCCc1c[n+](C)ccc1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1473.583008,-1482.216465,8.633457382,3787.457382,2.299173956,1.702127014,
224,COCCc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1740.817969,-1749.021116,8.203146735,3357.146735,2.300598391,2.125623562,
225,COCCc1cc(CCOC)cc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-2109.788125,-2117.991181,8.203055571,3357.055571,2.300807269,2.13574652,
226,Cc1cc[n+](C)cc1-c1c[n+](C)ccc1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1206.927749,-1215.555942,8.628192957,3782.192957,2.304011224,233.9324735,
227,C[N+](C)(C)CCc1ccc2c(c1)C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1507.981827,-1515.753033,7.771205665,2925.205665,2.304256062,11.99488754,
228,C[n+]1cccc(-c2ccc[n+](C)c2N)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1128.078271,-1136.713189,8.63491784,3788.91784,2.307642322,233.9140124,
229,C[n+]1cccc(-c2cc(N)c[n+](C)c2)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1128.072576,-1136.709757,8.637181188,3791.181188,2.308308155,233.9734453,
230,COc1cccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1568.762981,-1576.981778,8.21879743,3372.79743,2.308971473,3.83332437,
231,CCc1cc(C(=O)c2ccccc2)cc(CC)[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1449.420409,-1458.072574,8.652165001,3806.165001,2.309228641,2.363990833,
232,COCc1c[n+](C)cc(COC)c1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1670.093892,-1678.749373,8.655480552,3809.480552,2.310954532,2.791121413,
233,CC1(C)N([O])C(c2cc(O)cc(O)c2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1593.816606,-1602.039305,8.22269923,3376.69923,2.311394344,1.793133874,
234,C[N+](C)(C)CCc1ccc(CC[N+](C)(C)C)c2nsnc12,c1ccc2nsnc2c1,-1710.393397,-1718.416677,8.023279522,3177.279522,2.311897725,32.48799139,
235,Cc1ccc(-c2ccc(C)[n+](C)c2)c[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1206.990356,-1215.632962,8.642606549,3796.606549,2.312056919,233.8684851,
236,CCc1c[n+](C)ccc1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1276.995003,-1285.653835,8.658831871,3812.831871,2.312233356,2.388243524,
237,Cc1c(-c2ccc[n+](C)c2C)ccc[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1206.85114,-1215.496561,8.645421008,3799.421008,2.313065382,233.883615,
238,O=C1c2ccc(S)cc2-c2cc(S)ccc21,O=C1c2ccccc2-c2ccccc21,-1156.185329,-1163.974853,7.789524132,2943.524132,2.314846645,13.12649025,
239,COCc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1654.637995,-1662.867474,8.22947864,3383.47864,2.315688883,1.937627149,
240,CN(C)c1c(-c2ccc[n+](C)c2)ccc[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1300.073227,-1308.726437,8.653210915,3807.210915,2.317551007,233.8251105,
241,Cc1c[n+](C)ccc1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1190.862874,-1199.534164,8.671289992,3825.289992,2.319206267,3.446136069,
242,CC1(C)N([O])C(c2ccccc2N)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1465.533699,-1473.771683,8.237983429,3391.983429,2.320835737,1.874667406,
243,COCc1cccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1654.642859,-1662.88268,8.239820921,3393.820921,2.321243571,3.041483982,
244,COCCc1cccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1740.802624,-1749.043478,8.240854184,3394.854184,2.322775388,2.187932814,
245,CCc1cc[n+](C)cc1-c1c[n+](C)ccc1CC,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1379.12725,-1387.795489,8.668239476,3822.239476,2.32571464,233.8155797,
246,COc1c[n+](C)ccc1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1301.395378,-1310.081901,8.686522901,3840.522901,2.327567023,5.002891012,
247,COCCc1ccc(-c2ccc(CCOC)[n+](C)c2)c[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1772.293275,-1780.972646,8.679370701,3833.370701,2.331122262,233.7971311,
248,C[N+](C)(C)CCc1cccc2c1-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1507.891158,-1515.712513,7.821354507,2975.354507,2.33274615,15.09517773,
249,O=C1c2cccc(S)c2-c2c(S)cccc21,O=C1c2ccccc2-c2ccccc21,-1155.826975,-1163.650737,7.823761369,2977.761369,2.334829047,15.21279956,
250,COc1cc(OC)cc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1765.677531,-1773.939694,8.262163374,3416.163374,2.334850066,3.256849588,
251,Cc1cc(C(=O)c2ccccc2)cc[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1190.924128,-1199.634968,8.710839865,3864.839865,2.339989211,6.389753592,
252,CCc1ccc(CC)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1492.646627,-1500.631925,7.985298044,3139.298044,2.34010132,18.1979541,
253,COCCc1c(-c2ccc[n+](C)c2CCOC)ccc[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1771.973973,-1780.670782,8.69680912,3850.80912,2.340545687,233.7719244,
254,COCCc1cc(C(=O)c2ccccc2)cc[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1473.56467,-1482.276503,8.711832405,3865.832405,2.340959645,6.479879402,
255,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1241.773775,-1249.763854,7.990079266,3144.079266,2.342368382,17.96581841,
256,COc1cc(C(=O)c2ccccc2)cc[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1301.543722,-1310.259592,8.715869173,3869.869173,2.342941291,6.836200909,
257,C[n+]1ccc(C(=O)c2ccccc2)cc1O,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1215.621747,-1224.340225,8.718477686,3872.477686,2.344622569,7.183592821,
258,COCc1cc(COC)cc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c1,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1937.443769,-1945.728419,8.284649535,3438.649535,2.346795895,5.449698898,
259,COc1ccc(-c2ccc[n+](C)c2)c[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1231.154719,-1239.867264,8.712544568,3866.544568,2.348865343,233.7592281,
260,COc1cc[n+](C)cc1-c1ccc[n+](C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1231.209337,-1239.922562,8.713225008,3867.225008,2.349078164,233.7844539,
261,C[n+]1cccc(-c2ccc(O)[n+](C)c2)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1145.222821,-1153.93467,8.711849214,3865.849214,2.349133972,233.6798709,
262,CC1(C)N([O])C(c2ccc(S)cc2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1460.392399,-1468.680757,8.288358041,3442.358041,2.349505961,5.088188791,
263,CCc1cccc2c1C(=O)c1c(CC)cccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1492.675524,-1500.67398,7.998456561,3152.456561,2.350740655,17.08989868,
264,COCCc1ccc(CCOC)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1885.760536,-1893.767171,8.006635586,3160.635586,2.35225592,16.89478396,
265,CCc1ccc(-c2ccc(CC)[n+](C)c2)c[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1379.071763,-1387.792515,8.720752057,3874.752057,2.353230117,233.7445436,
266,COc1c(-c2ccc[n+](C)c2OC)ccc[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1427.742684,-1436.464866,8.722182294,3876.182294,2.353968218,233.7556908,
267,Nc1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1241.817966,-1249.82909,8.011124301,3165.124301,2.355071821,16.57298685,
268,Cc1ccc(C)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1320.424863,-1328.439977,8.015114249,3169.114249,2.357635075,16.3075799,
269,CCc1c(-c2ccc[n+](C)c2CC)ccc[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1378.888164,-1387.616785,8.728620995,3882.620995,2.357814392,233.6878351,
270,CCc1cc(C(=O)c2ccccc2)cc[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1276.974091,-1285.720101,8.746009842,3900.009842,2.359320256,9.61229027,
271,Cc1cccc2c1C(=O)c1c(C)cccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1320.443862,-1328.464506,8.020644058,3174.644058,2.360840343,15.94101923,
272,COc1cccc2c1C(=O)c1c(OC)cccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1541.563234,-1549.585588,8.022353836,3176.353836,2.360989582,15.97820184,
273,COc1ccc(OC)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1541.507976,-1549.534188,8.02621255,3180.21255,2.362818792,15.81282815,
274,CC1(C)N([O])C(c2c(N)cccc2N)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1559.177515,-1567.489985,8.312469772,3466.469772,2.363527728,6.573922363,
275,O=C1c2cc(S)ccc2-c2ccc(S)cc21,O=C1c2ccccc2-c2ccccc21,-1156.132949,-1164.006215,7.873266161,3027.266161,2.364045782,18.23257438,
276,C[N+](C)(C)CCc1ccc2c(c1)C(=O)c1cc(CC[N+](C)(C)C)ccc1-2,O=C1c2ccccc2-c2ccccc21,-2036.943866,-2044.81877,7.87490395,3028.90395,2.364125857,18.3100578,
277,COCCc1cccc2c1C(=O)c1c(CCOC)cccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1885.727366,-1893.764012,8.036646169,3190.646169,2.369901896,14.96388575,
278,O=C1c2ccccc2-c2cccc(S)c21,O=C1c2ccccc2-c2ccccc21,-1067.742786,-1075.629937,7.887150954,3041.150954,2.371659543,19.05380815,
279,CC1(C)N([O])C(c2ccc(CC[N+](C)(C)C)cc2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1900.783734,-1909.115504,8.331770023,3485.770023,2.374542082,7.985236449,
280,COCCc1cc(-c2cc(CCOC)c[n+](C)c2)c[n+](C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1772.147178,-1780.91504,8.76786197,3921.86197,2.378687538,233.6278622,
281,CC1(C)N([O])C(c2cccc(S)c2)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1460.37722,-1468.717799,8.340579506,3494.579506,2.378866154,8.748934754,
282,C[n+]1cc(O)c(C(=O)c2ccccc2)c(O)c1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1326.534569,-1335.324215,8.789645551,3943.645551,2.382656349,13.4781899,
283,COCCc1cc[n+](C)cc1-c1ccc[n+](C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1403.161259,-1411.9384,8.777140573,3931.140573,2.383395015,233.6616745,
284,Cc1cc[n+](C)cc1-c1ccc[n+](C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1120.463997,-1129.242503,8.778506267,3932.506267,2.384252302,233.6438469,
285,CCc1c(-c2ccc[n+](C)c2)ccc[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1206.435185,-1215.214587,8.779402109,3933.402109,2.384595774,233.647361,
286,COCc1c[n+](C)ccc1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1387.29085,-1396.085439,8.794588668,3948.588668,2.38463675,13.75622829,
287,Cc1c(-c2ccc[n+](C)c2)ccc[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1120.418631,-1129.199033,8.780401882,3934.401882,2.385068506,233.6614204,
